"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2015,"2015-01-01","2015-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","873","unknown","unknown"
2015,"2015-01-01","2015-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","37989","unknown","unknown"
2015,"2015-01-01","2015-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","492","unknown","unknown"
2015,"2015-01-01","2015-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","23048","unknown","unknown"
2015,"2015-01-01","2015-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","12446","unknown","unknown"
2015,"2015-01-01","2015-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","3273","unknown","unknown"
2015,"2015-01-01","2015-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","33598","unknown","unknown"
2015,"2015-01-01","2015-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","16666","unknown","unknown"
2016,"2016-01-01","2016-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","1120","unknown","unknown"
2016,"2016-01-01","2016-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","38918","unknown","unknown"
2016,"2016-01-01","2016-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","535","unknown","unknown"
2016,"2016-01-01","2016-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","17213","unknown","unknown"
2016,"2016-01-01","2016-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","11153","unknown","unknown"
2016,"2016-01-01","2016-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","3191","unknown","unknown"
2016,"2016-01-01","2016-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","27925","unknown","unknown"
2016,"2016-01-01","2016-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","14926","unknown","unknown"
2017,"2017-01-01","2017-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","1299","unknown","unknown"
2017,"2017-01-01","2017-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","41020","unknown","unknown"
2017,"2017-01-01","2017-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","546","unknown","unknown"
2017,"2017-01-01","2017-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","15043","unknown","unknown"
2017,"2017-01-01","2017-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","11252","unknown","unknown"
2017,"2017-01-01","2017-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","2738","unknown","unknown"
2017,"2017-01-01","2017-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","29293","unknown","unknown"
2017,"2017-01-01","2017-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","16718","unknown","unknown"
2018,"2018-01-01","2018-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","1399","unknown","unknown"
2018,"2018-01-01","2018-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","37653","unknown","unknown"
2018,"2018-01-01","2018-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","861","unknown","unknown"
2018,"2018-01-01","2018-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","12828","unknown","unknown"
2018,"2018-01-01","2018-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","8471","unknown","unknown"
2018,"2018-01-01","2018-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","2614","unknown","unknown"
2018,"2018-01-01","2018-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","32458","unknown","unknown"
2018,"2018-01-01","2018-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","17697","unknown","unknown"
2019,"2019-01-01","2019-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","1098","unknown","unknown"
2019,"2019-01-01","2019-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","25463","unknown","unknown"
2019,"2019-01-01","2019-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","760","unknown","unknown"
2019,"2019-01-01","2019-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","11580","unknown","unknown"
2019,"2019-01-01","2019-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","7567","unknown","unknown"
2019,"2019-01-01","2019-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","2355","unknown","unknown"
2019,"2019-01-01","2019-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","36694","unknown","unknown"
2019,"2019-01-01","2019-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","11850","unknown","unknown"
2020,"2020-01-01","2020-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","812","unknown","unknown"
2020,"2020-01-01","2020-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","12878","unknown","unknown"
2020,"2020-01-01","2020-12-31","NSW","All regions","All ages","mobile_phone_use","Fixed or mobile camera","138847","unknown","unknown"
2020,"2020-01-01","2020-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","380","unknown","unknown"
2020,"2020-01-01","2020-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","4823","unknown","unknown"
2020,"2020-01-01","2020-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","6325","unknown","unknown"
2020,"2020-01-01","2020-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","1966","unknown","unknown"
2020,"2020-01-01","2020-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","21231","unknown","unknown"
2020,"2020-01-01","2020-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","7889","unknown","unknown"
2021,"2021-01-01","2021-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","544","unknown","unknown"
2021,"2021-01-01","2021-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","10360","unknown","unknown"
2021,"2021-01-01","2021-12-31","NSW","All regions","All ages","mobile_phone_use","Fixed or mobile camera","163722","unknown","unknown"
2021,"2021-01-01","2021-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","309","unknown","unknown"
2021,"2021-01-01","2021-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","3973","unknown","unknown"
2021,"2021-01-01","2021-12-31","QLD","All regions","All ages","mobile_phone_use","Fixed or mobile camera","14574","unknown","unknown"
2021,"2021-01-01","2021-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","4799","unknown","unknown"
2021,"2021-01-01","2021-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","2328","unknown","unknown"
2021,"2021-01-01","2021-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","15562","unknown","unknown"
2021,"2021-01-01","2021-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","4909","unknown","unknown"
2022,"2022-01-01","2022-12-31","ACT","All regions","All ages","mobile_phone_use","Police issued","374","unknown","unknown"
2022,"2022-01-01","2022-12-31","NSW","All regions","All ages","mobile_phone_use","Police issued","12904","unknown","unknown"
2022,"2022-01-01","2022-12-31","NSW","All regions","All ages","mobile_phone_use","Fixed or mobile camera","194793","unknown","unknown"
2022,"2022-01-01","2022-12-31","NT","All regions","All ages","mobile_phone_use","Police issued","302","unknown","unknown"
2022,"2022-01-01","2022-12-31","QLD","All regions","All ages","mobile_phone_use","Police issued","3487","unknown","unknown"
2022,"2022-01-01","2022-12-31","QLD","All regions","All ages","mobile_phone_use","Fixed or mobile camera","118152","unknown","unknown"
2022,"2022-01-01","2022-12-31","SA","All regions","All ages","mobile_phone_use","Police issued","4583","unknown","unknown"
2022,"2022-01-01","2022-12-31","TAS","All regions","All ages","mobile_phone_use","Police issued","1973","unknown","unknown"
2022,"2022-01-01","2022-12-31","VIC","All regions","All ages","mobile_phone_use","Police issued","19428","unknown","unknown"
2022,"2022-01-01","2022-12-31","WA","All regions","All ages","mobile_phone_use","Police issued","6346","unknown","unknown"
2023,"2023-01-01","2023-01-31","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","8","unknown","unknown"
2023,"2023-01-01","2023-01-31","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","8","unknown","unknown"
2023,"2023-01-01","2023-01-31","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","12","unknown","unknown"
2023,"2023-01-01","2023-01-31","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","55","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","54","unknown","1"
2023,"2023-01-01","2023-01-31","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","43","unknown","1"
2023,"2023-01-01","2023-01-31","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","270","unknown","5"
2023,"2023-01-01","2023-01-31","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","335","unknown","6"
2023,"2023-01-01","2023-01-31","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","200","unknown","4"
2023,"2023-01-01","2023-01-31","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","31","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","8","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","9","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Remote Australia","40-64","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Unknown","26-39","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-01-01","2023-01-31","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","17080","unknown","unknown"
2023,"2023-01-01","2023-01-31","NT","Unknown","17-25","mobile_phone_use","Police issued","3","0","0"
2023,"2023-01-01","2023-01-31","NT","Unknown","26-39","mobile_phone_use","Police issued","7","0","0"
2023,"2023-01-01","2023-01-31","NT","Unknown","40-64","mobile_phone_use","Police issued","8","0","0"
2023,"2023-01-01","2023-01-31","NT","Unknown","65 and over","mobile_phone_use","Police issued","3","0","0"
2023,"2023-01-01","2023-01-31","SA","Unknown","0-16","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-01-01","2023-01-31","SA","Unknown","17-25","mobile_phone_use","Police issued","106","unknown","unknown"
2023,"2023-01-01","2023-01-31","SA","Unknown","26-39","mobile_phone_use","Police issued","182","unknown","unknown"
2023,"2023-01-01","2023-01-31","SA","Unknown","40-64","mobile_phone_use","Police issued","117","unknown","unknown"
2023,"2023-01-01","2023-01-31","SA","Unknown","65 and over","mobile_phone_use","Police issued","20","unknown","unknown"
2023,"2023-01-01","2023-01-31","SA","Unknown","Unknown","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-01-01","2023-01-31","TAS","Unknown","17-25","mobile_phone_use","Police issued","27","unknown","0"
2023,"2023-01-01","2023-01-31","TAS","Unknown","26-39","mobile_phone_use","Police issued","63","unknown","4"
2023,"2023-01-01","2023-01-31","TAS","Unknown","40-64","mobile_phone_use","Police issued","28","unknown","1"
2023,"2023-01-01","2023-01-31","TAS","Unknown","65 and over","mobile_phone_use","Police issued","7","unknown","0"
2023,"2023-01-01","2023-01-31","VIC","Inner Regional Australia","0-16","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued","47","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued","55","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued","41","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Major Cities of Australia","0-16","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued","298","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued","654","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued","406","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","38","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued","11","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued","9","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","3","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Unknown","26-39","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-01-01","2023-01-31","VIC","Unknown","40-64","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-01-01","2023-01-31","WA","Unknown","0-16","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-01-01","2023-01-31","WA","Unknown","17-25","mobile_phone_use","Police issued","72","unknown","unknown"
2023,"2023-01-01","2023-01-31","WA","Unknown","17-25","mobile_phone_use","Unknown","unknown","0","5"
2023,"2023-01-01","2023-01-31","WA","Unknown","26-39","mobile_phone_use","Police issued","178","unknown","unknown"
2023,"2023-01-01","2023-01-31","WA","Unknown","26-39","mobile_phone_use","Unknown","unknown","0","5"
2023,"2023-01-01","2023-01-31","WA","Unknown","40-64","mobile_phone_use","Police issued","123","unknown","unknown"
2023,"2023-01-01","2023-01-31","WA","Unknown","40-64","mobile_phone_use","Unknown","unknown","1","10"
2023,"2023-01-01","2023-01-31","WA","Unknown","65 and over","mobile_phone_use","Police issued","19","unknown","unknown"
2023,"2023-01-01","2023-01-31","WA","Unknown","65 and over","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-01-01","2023-12-31","QLD","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","77213","unknown","unknown"
2023,"2023-01-01","2023-12-31","QLD","Unknown","Unknown","mobile_phone_use","Police issued","3079","unknown","unknown"
2023,"2023-02-01","2023-02-28","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-02-01","2023-02-28","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","8","unknown","unknown"
2023,"2023-02-01","2023-02-28","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","12","unknown","unknown"
2023,"2023-02-01","2023-02-28","ACT","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-02-01","2023-02-28","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","48","unknown","1"
2023,"2023-02-01","2023-02-28","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","54","unknown","1"
2023,"2023-02-01","2023-02-28","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","61","unknown","0"
2023,"2023-02-01","2023-02-28","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","4","unknown","0"
2023,"2023-02-01","2023-02-28","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","278","unknown","3"
2023,"2023-02-01","2023-02-28","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","423","unknown","10"
2023,"2023-02-01","2023-02-28","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","308","unknown","0"
2023,"2023-02-01","2023-02-28","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","28","unknown","0"
2023,"2023-02-01","2023-02-28","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","4","unknown","1"
2023,"2023-02-01","2023-02-28","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","13","unknown","1"
2023,"2023-02-01","2023-02-28","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","10","unknown","0"
2023,"2023-02-01","2023-02-28","NSW","Unknown","40-64","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-02-01","2023-02-28","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","18057","unknown","unknown"
2023,"2023-02-01","2023-02-28","NT","Unknown","17-25","mobile_phone_use","Police issued","5","0","0"
2023,"2023-02-01","2023-02-28","NT","Unknown","26-39","mobile_phone_use","Police issued","6","0","0"
2023,"2023-02-01","2023-02-28","NT","Unknown","40-64","mobile_phone_use","Police issued","5","0","0"
2023,"2023-02-01","2023-02-28","SA","Unknown","0-16","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-02-01","2023-02-28","SA","Unknown","17-25","mobile_phone_use","Police issued","150","unknown","unknown"
2023,"2023-02-01","2023-02-28","SA","Unknown","26-39","mobile_phone_use","Police issued","239","unknown","unknown"
2023,"2023-02-01","2023-02-28","SA","Unknown","40-64","mobile_phone_use","Police issued","177","unknown","unknown"
2023,"2023-02-01","2023-02-28","SA","Unknown","65 and over","mobile_phone_use","Police issued","24","unknown","unknown"
2023,"2023-02-01","2023-02-28","SA","Unknown","Unknown","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-02-01","2023-02-28","TAS","Unknown","0-16","mobile_phone_use","Police issued","0","unknown","0"
2023,"2023-02-01","2023-02-28","TAS","Unknown","17-25","mobile_phone_use","Police issued","29","unknown","0"
2023,"2023-02-01","2023-02-28","TAS","Unknown","26-39","mobile_phone_use","Police issued","43","unknown","4"
2023,"2023-02-01","2023-02-28","TAS","Unknown","40-64","mobile_phone_use","Police issued","35","unknown","0"
2023,"2023-02-01","2023-02-28","TAS","Unknown","65 and over","mobile_phone_use","Police issued","5","unknown","0"
2023,"2023-02-01","2023-02-28","VIC","Inner Regional Australia","0-16","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued","26","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued","55","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued","40","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued","248","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued","586","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued","445","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","59","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued","12","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued","8","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Unknown","26-39","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-02-01","2023-02-28","VIC","Unknown","40-64","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-02-01","2023-02-28","WA","Unknown","17-25","mobile_phone_use","Police issued","69","unknown","unknown"
2023,"2023-02-01","2023-02-28","WA","Unknown","17-25","mobile_phone_use","Unknown","unknown","0","4"
2023,"2023-02-01","2023-02-28","WA","Unknown","26-39","mobile_phone_use","Police issued","155","unknown","unknown"
2023,"2023-02-01","2023-02-28","WA","Unknown","26-39","mobile_phone_use","Unknown","unknown","1","12"
2023,"2023-02-01","2023-02-28","WA","Unknown","40-64","mobile_phone_use","Police issued","125","unknown","unknown"
2023,"2023-02-01","2023-02-28","WA","Unknown","40-64","mobile_phone_use","Unknown","unknown","1","4"
2023,"2023-02-01","2023-02-28","WA","Unknown","65 and over","mobile_phone_use","Police issued","19","unknown","unknown"
2023,"2023-02-01","2023-02-28","WA","Unknown","65 and over","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-03-01","2023-03-31","ACT","Major Cities of Australia","0-16","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-03-01","2023-03-31","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","12","unknown","unknown"
2023,"2023-03-01","2023-03-31","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","14","unknown","unknown"
2023,"2023-03-01","2023-03-31","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-03-01","2023-03-31","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","37","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","67","unknown","0"
